brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
22968,for_sale,110000,,,0.71,105894,Christiansted,Virgin Islands,820,,
4540,for_sale,751300,,,34.15,13023,Christiansted,Virgin Islands,820,,
22968,for_sale,249000,,,0.64,116319,Christiansted,Virgin Islands,820,,
79277,for_sale,129000,,,0.85,381423,Christiansted,Virgin Islands,820,,
34543,for_sale,1690000,4,4,,999532,Christiansted,Virgin Islands,820,3240,
79277,for_sale,200000,,,0.87,1547930,Christiansted,Virgin Islands,820,,
22968,for_sale,135000,,,0.5,1511081,Christiansted,Virgin Islands,820,,
34543,for_sale,22500000,,,744,1987436,Christiansted,Virgin Islands,820,,
22968,for_sale,55000,,,0.39,574081,,Virgin Islands,,,
5039,for_sale,165000,,,0.44,458822,,Virgin Islands,,,
93894,for_sale,225000,3,2,0.24,1450780,Christiansted,Virgin Islands,820,,
103341,for_sale,1695000,5,6,2.29,794467,Christiansted,Virgin Islands,820,,
17348,for_sale,39500,,,0.46,629965,Frederiksted,Virgin Islands,840,,
79277,for_sale,85000,,,1.59,329028,Frederiksted,Virgin Islands,840,,
34543,for_sale,399000,3,3,,599708,Christiansted,Virgin Islands,820,2290,
103341,for_sale,58500,,,0.94,584424,Christiansted,Virgin Islands,820,,
105846,for_sale,42000,,,0.5,1192507,Frederiksted,Virgin Islands,840,,
90165,for_sale,64000,,,1.17,143757,Christiansted,Virgin Islands,820,,
79277,for_sale,39900,,,0.49,1142060,Christiansted,Virgin Islands,820,,
5039,for_sale,62000,,,0.7,1088745,Christiansted,Virgin Islands,820,,
103341,for_sale,67500,,,0.99,620711,Christiansted,Virgin Islands,820,,
79277,for_sale,52000,,,0.61,1598431,Christiansted,Virgin Islands,820,,
103341,for_sale,72000,,,0.94,578260,Christiansted,Virgin Islands,820,,
103341,for_sale,76500,,,1.15,591182,Christiansted,Virgin Islands,820,,
103341,for_sale,76500,,,1.11,587037,Christiansted,Virgin Islands,820,,
22968,for_sale,125000,,,3.01,1826075,Christiansted,Virgin Islands,820,,
79277,for_sale,85000,,,0.6,289650,Christiansted,Virgin Islands,820,,
17348,for_sale,599000,,,16.7,282243,Frederiksted,Virgin Islands,840,,
73040,for_sale,79000,,,0.5,92492,Christiansted,Virgin Islands,820,,
79277,for_sale,85000,,,0.42,531904,Kingshill,Virgin Islands,850,,
34543,for_sale,159000,,,2.63,1485984,Christiansted,Virgin Islands,820,,
79277,for_sale,317000,,,2.06,1451154,Frederiksted,Virgin Islands,840,,
103341,for_sale,120000,,,0.9,1801611,Christiansted,Virgin Islands,820,,
22968,for_sale,115000,,,0.71,1539431,Christiansted,Virgin Islands,820,,
103341,for_sale,199000,,,1.94,1260561,Christiansted,Virgin Islands,820,,
79277,for_sale,272000,,,1.94,435973,Christiansted,Virgin Islands,820,,
22968,for_sale,199000,,,0.44,1745835,Frederiksted,Virgin Islands,840,,
29309,for_sale,599000,,,8.6,1311687,Christiansted,Virgin Islands,820,,
22968,for_sale,500000,,,2.16,765213,Christiansted,Virgin Islands,820,,
12390,for_sale,260000,,,2.05,1485893,Christiansted,Virgin Islands,820,,
29309,for_sale,721000,,,15.26,1949371,Christiansted,Virgin Islands,820,,
22968,for_sale,165000,,,1.04,115703,Christiansted,Virgin Islands,820,,
79277,for_sale,165000,,,0.75,1433694,Christiansted,Virgin Islands,820,,
34543,for_sale,210000,,,0.62,17646,Christiansted,Virgin Islands,820,,
4540,for_sale,2269300,,,20,652507,Christiansted,Virgin Islands,820,,
34543,for_sale,2290000,,,22.68,1382381,Christiansted,Virgin Islands,820,,
4540,for_sale,935000,,,3.91,329866,,Virgin Islands,,,
17348,for_sale,2000000,,,8,1418647,Christiansted,Virgin Islands,820,,
90165,for_sale,64000,,,0.6,1139061,,Virgin Islands,,,
68568,for_sale,17500000,,,2377,1949382,Frederiksted,Virgin Islands,840,,
90165,for_sale,125000,,,0.94,483060,,Virgin Islands,,,
22968,for_sale,199000,,,1.14,420140,,Virgin Islands,,,
22968,for_sale,2999500,4,6,0.73,263701,Christiansted,Virgin Islands,820,12872,
22968,for_sale,55000,,,0.3,430272,Frederiksted,Virgin Islands,840,,
22968,for_sale,1295000,5,5,0.68,1761075,Christiansted,Virgin Islands,820,,
79277,for_sale,35000,,,0.24,866506,Frederiksted,Virgin Islands,840,,
34543,for_sale,39000,,,0.31,792854,Christiansted,Virgin Islands,820,,
34543,for_sale,1900000,5,6,0.65,1383322,Frederiksted,Virgin Islands,840,6000,
17348,for_sale,55000,,,1.06,200311,Christiansted,Virgin Islands,820,,
93894,for_sale,37000,,,0.53,1407190,Christiansted,Virgin Islands,820,,
93894,for_sale,37000,,,0.54,1395180,Christiansted,Virgin Islands,820,,
103341,for_sale,45000,,,0.37,1417623,Kingshill,Virgin Islands,850,,
79277,for_sale,55000,,,0.66,514633,Christiansted,Virgin Islands,820,,
79277,for_sale,69999,,,0.75,703837,Frederiksted,Virgin Islands,840,,
22968,for_sale,59000,,,0.79,436957,Christiansted,Virgin Islands,820,,
79277,for_sale,65000,,,0.69,1784683,Christiansted,Virgin Islands,820,,
103341,for_sale,69300,,,1.32,419981,Christiansted,Virgin Islands,820,,
90165,for_sale,69000,,,0.84,191682,Christiansted,Virgin Islands,820,,
29309,for_sale,150000,,,1.99,1446000,Christiansted,Virgin Islands,820,,
93894,for_sale,85000,,,1.06,1071139,Christiansted,Virgin Islands,820,,
91394,for_sale,50000,,,0.29,85408,Christiansted,Virgin Islands,820,,
22968,for_sale,59000,,,0.52,496436,Christiansted,Virgin Islands,820,,
103341,for_sale,60300,,,0.71,515053,Christiansted,Virgin Islands,820,,
103341,for_sale,60300,,,0.7,515054,Christiansted,Virgin Islands,820,,
79277,for_sale,140000,,,2.44,1407366,Christiansted,Virgin Islands,820,,
103341,for_sale,77000,,,0.9,415189,Christiansted,Virgin Islands,820,,
29309,for_sale,62000,,,0.55,1089280,Christiansted,Virgin Islands,820,,
93894,for_sale,165000,,,1.72,1446209,Christiansted,Virgin Islands,820,,
22968,for_sale,119000,,,1.45,1052172,Christiansted,Virgin Islands,820,,
34543,for_sale,189000,,,1.26,1669209,Christiansted,Virgin Islands,820,,
22968,for_sale,700000,,,44.52,1949377,Christiansted,Virgin Islands,820,,
103341,for_sale,1100000,,,39.64,86692,Christiansted,Virgin Islands,820,,
79277,for_sale,125000,,,1.51,1451605,Christiansted,Virgin Islands,820,,
34543,for_sale,169000,,,1.01,765138,Christiansted,Virgin Islands,820,,
90165,for_sale,199000,,,0.33,1450500,Christiansted,Virgin Islands,820,,
22968,for_sale,149000,,,1.43,1732862,Christiansted,Virgin Islands,820,,
43579,for_sale,270000,,,0.86,268740,Christiansted,Virgin Islands,820,,
34543,for_sale,249000,,,1.18,384592,Christiansted,Virgin Islands,820,,
22968,for_sale,99000,,,0.52,1584488,Christiansted,Virgin Islands,820,,
79277,for_sale,275000,,,0.82,1057812,Frederiksted,Virgin Islands,840,,
103341,for_sale,125000,,,0.72,1510718,Christiansted,Virgin Islands,820,,
34543,for_sale,299000,,,0.75,480855,Christiansted,Virgin Islands,820,,
34543,for_sale,349000,,,0.63,1273482,Christiansted,Virgin Islands,820,,
17348,for_sale,599000,,,1.23,1669994,Christiansted,Virgin Islands,820,,
103341,for_sale,167000,3,1,0.12,1245247,Kingshill,Virgin Islands,850,1200,
34543,for_sale,199000,2,2,,1696,Christiansted,Virgin Islands,820,800,
22968,for_sale,99000,4,2,0.49,642321,Christiansted,Virgin Islands,820,,
22968,for_sale,400000,4,2,0.36,312789,Christiansted,Virgin Islands,820,,
17348,for_sale,899999,6,6,0.5,862887,Christiansted,Virgin Islands,820,,
17348,for_sale,339000,3,2,0.23,853068,Frederiksted,Virgin Islands,840,,
5039,for_sale,47000,,,0.31,90945,Frederiksted,Virgin Islands,840,,
12390,for_sale,1950000,6,5,1.28,1793906,Christiansted,Virgin Islands,820,,
79277,for_sale,45000,,,0.29,1556616,Frederiksted,Virgin Islands,840,,
90165,for_sale,325000,,,0.55,1427767,Christiansted,Virgin Islands,820,,
17348,for_sale,29900,,,0.53,270784,Christiansted,Virgin Islands,820,,
79277,for_sale,52500,,,0.53,642591,Christiansted,Virgin Islands,820,,
22968,for_sale,49000,,,0.79,1801619,Christiansted,Virgin Islands,820,,
22968,for_sale,949000,3,3,0.87,1499221,Christiansted,Virgin Islands,820,7550,
4540,for_sale,55000,,,0.63,116357,Christiansted,Virgin Islands,820,,
93894,for_sale,45000,,,0.38,1716745,Christiansted,Virgin Islands,820,,
79277,for_sale,65000,,,1.49,1653087,Christiansted,Virgin Islands,820,,
22968,for_sale,49500,,,0.29,12351,Christiansted,Virgin Islands,820,,
5039,for_sale,89000,,,1.27,1826157,Christiansted,Virgin Islands,820,,
103341,for_sale,70000,,,0.7,1229393,Christiansted,Virgin Islands,820,,
90911,for_sale,75000,,,0.82,588989,Christiansted,Virgin Islands,820,,
17348,for_sale,375000,,,13.36,1949368,Christiansted,Virgin Islands,820,,
93894,for_sale,110000,,,2.33,1447804,Christiansted,Virgin Islands,820,,
34543,for_sale,74800,,,0.68,1531570,Christiansted,Virgin Islands,820,,
93894,for_sale,130000,,,2,1557004,Christiansted,Virgin Islands,820,,
17348,for_sale,190000,,,0.97,1449956,Christiansted,Virgin Islands,820,,
79277,for_sale,150000,,,1.51,1407433,Christiansted,Virgin Islands,820,,
39974,for_sale,195000,,,1.81,920272,Christiansted,Virgin Islands,820,,
17348,for_sale,875000,,,13.94,1949369,Christiansted,Virgin Islands,820,,
79277,for_sale,135000,,,0.06,1837270,Christiansted,Virgin Islands,820,,
39974,for_sale,800000,,,11.73,1619625,Christiansted,Virgin Islands,820,,
17348,for_sale,175000,,,1.3,331105,Christiansted,Virgin Islands,820,,
34543,for_sale,349000,,,1.26,1669782,Christiansted,Virgin Islands,820,,
58098,for_sale,135000,,,0.49,405397,Kingshill,Virgin Islands,850,,
90165,for_sale,130000,,,0.83,972321,Christiansted,Virgin Islands,820,,
34543,for_sale,1795000,,,6.88,872030,Frederiksted,Virgin Islands,840,,
103341,for_sale,1700000,,,9.95,1569051,Christiansted,Virgin Islands,820,,
17348,for_sale,2500000,,,149.7,763171,Christiansted,Virgin Islands,820,,
22968,for_sale,24500000,,,618.36,1949383,Christiansted,Virgin Islands,820,,
12390,for_sale,45000,,,0.91,602584,,Virgin Islands,,,
12390,for_sale,59000,,,0.49,1815328,,Virgin Islands,,,
22968,for_sale,79000,,,0.5,229287,,Virgin Islands,,,
79277,for_sale,325000,2,1,0.55,1142421,Christiansted,Virgin Islands,820,1247,
34543,for_sale,234000,3,3,,1005586,Christiansted,Virgin Islands,820,1542,
12390,for_sale,699999,3,3,1.01,1354097,Christiansted,Virgin Islands,820,2700,
90165,for_sale,25000,,,1.15,1521685,Frederiksted,Virgin Islands,840,,
17348,for_sale,795000,4,5,1.05,956450,Christiansted,Virgin Islands,820,,
90165,for_sale,25000,,,1.08,1511471,Frederiksted,Virgin Islands,840,,
34543,for_sale,29000,,,0.78,1539509,Christiansted,Virgin Islands,820,,
79277,for_sale,78000,,,2.05,1151230,Frederiksted,Virgin Islands,840,,
103341,for_sale,189000,2,2,,259384,Christiansted,Virgin Islands,820,1200,
34543,for_sale,1900000,1,2,1.65,1949366,Christiansted,Virgin Islands,820,,
73040,for_sale,1100000,5,5,0.79,1758625,Christiansted,Virgin Islands,820,4000,
5039,for_sale,475000,5,3,0.43,317183,Frederiksted,Virgin Islands,840,,
12390,for_sale,595000,5,4,1.01,732649,Christiansted,Virgin Islands,820,,
5039,for_sale,39000,,,0.23,1270512,Christiansted,Virgin Islands,820,,
79277,for_sale,80000,,,1.15,1760942,Christiansted,Virgin Islands,820,,
34543,for_sale,95000,,,1.07,794731,Christiansted,Virgin Islands,820,,
17348,for_sale,2400000,7,6,11,112402,Christiansted,Virgin Islands,820,,
5039,for_sale,65000,,,1.31,842610,Christiansted,Virgin Islands,820,,
5039,for_sale,85000,,,0.92,1406829,Christiansted,Virgin Islands,820,,
79277,for_sale,53000,,,0.86,892404,Christiansted,Virgin Islands,820,,
4540,for_sale,50000,,,0.29,281175,Christiansted,Virgin Islands,820,,
17348,for_sale,64000,,,0.45,1428486,Christiansted,Virgin Islands,820,,
17348,for_sale,100000,,,0.6,259328,Frederiksted,Virgin Islands,840,,
34543,for_sale,7900000,5,7,2.78,1760153,Christiansted,Virgin Islands,820,,
17348,for_sale,3800000,5,6,2,1759424,Christiansted,Virgin Islands,820,4500,
22968,for_sale,85000,,,0.68,1394666,Christiansted,Virgin Islands,820,,
93894,for_sale,85000,,,0.6,563088,Christiansted,Virgin Islands,820,,
17348,for_sale,3300000,6,6,1.05,1565895,Christiansted,Virgin Islands,820,7000,
17348,for_sale,2000000,2,2,1.5,1669225,Christiansted,Virgin Islands,820,2289,
90165,for_sale,599000,3,3,,1898676,Kingshill,Virgin Islands,850,1776,
34543,for_sale,75000,,,0.52,1486086,Christiansted,Virgin Islands,820,,
79277,for_sale,595000,,,14.97,1450635,Christiansted,Virgin Islands,820,,
90165,for_sale,120000,,,1.42,86690,Christiansted,Virgin Islands,820,,
79277,for_sale,375000,,,1.65,731987,Frederiksted,Virgin Islands,840,,
17348,for_sale,8500000,13,13,6.54,1567552,Christiansted,Virgin Islands,820,,
34543,for_sale,200000,,,0.87,913409,Christiansted,Virgin Islands,820,,
22968,for_sale,195000,,,0.23,1532274,Christiansted,Virgin Islands,820,,
34543,for_sale,350000,,,0.71,913393,Christiansted,Virgin Islands,820,,
34543,for_sale,350000,,,0.72,913370,Christiansted,Virgin Islands,820,,
34543,for_sale,350000,,,0.67,913356,Christiansted,Virgin Islands,820,,
22968,for_sale,165000,,,0.29,1246219,Christiansted,Virgin Islands,820,,
17348,for_sale,225000,,,0.94,823236,Christiansted,Virgin Islands,820,,
36184,for_sale,235000,3,2,0.06,1048638,Christiansted,Virgin Islands,820,,
17348,for_sale,325000,6,6,0.5,525741,Christiansted,Virgin Islands,820,,
79277,for_sale,450000,6,2,0.35,512265,Christiansted,Virgin Islands,820,2436,
5039,for_sale,375000,3,2,0.32,941879,Frederiksted,Virgin Islands,840,,
90165,for_sale,194500,2,2,,638600,Christiansted,Virgin Islands,820,1200,
79277,for_sale,535000,3,2,0.58,1168974,Christiansted,Virgin Islands,820,,
22968,for_sale,180000,2,2,,655727,Christiansted,Virgin Islands,820,1118,
12390,for_sale,69000,,,1.61,269517,Kingshill,Virgin Islands,850,,
5039,for_sale,89000,,,0.82,563978,Christiansted,Virgin Islands,820,,
34543,for_sale,45000,,,0.5,1668392,Christiansted,Virgin Islands,820,,
22968,for_sale,39900,,,0.49,1192870,Christiansted,Virgin Islands,820,,
29309,for_sale,40000,,,0.23,222721,Frederiksted,Virgin Islands,840,,
5039,for_sale,60000,,,0.68,532221,Christiansted,Virgin Islands,820,,
79277,for_sale,55000,,,0.93,885849,Christiansted,Virgin Islands,820,,
34543,for_sale,39000,,,0.46,66599,Christiansted,Virgin Islands,820,,
5039,for_sale,60000,,,0.58,532222,Christiansted,Virgin Islands,820,,
93894,for_sale,64000,,,0.64,1510857,Christiansted,Virgin Islands,820,,
22968,for_sale,52800,,,0.44,870256,Christiansted,Virgin Islands,820,,
79277,for_sale,895000,3,3,0.69,1446076,Christiansted,Virgin Islands,820,,
12390,for_sale,465000,3,2,0.51,1470021,Christiansted,Virgin Islands,820,,
79277,for_sale,75000,,,0.78,33753,Christiansted,Virgin Islands,820,,
22968,for_sale,75000,,,0.71,302534,Christiansted,Virgin Islands,820,,
79277,for_sale,55000,,,0.44,920551,Christiansted,Virgin Islands,820,,
17348,for_sale,1300000,3,4,4,112402,Christiansted,Virgin Islands,820,4319,
17348,for_sale,1100000,3,2,3,13222,Christiansted,Virgin Islands,820,4381,
34543,for_sale,1645000,3,3,0.64,1446071,Christiansted,Virgin Islands,820,,
90165,for_sale,79000,,,0.57,764766,Christiansted,Virgin Islands,820,,
22968,for_sale,89500,,,0.55,84421,Christiansted,Virgin Islands,820,,
79277,for_sale,799000,,,1.28,1584885,Christiansted,Virgin Islands,820,,
22968,for_sale,1680000,3,3,2.38,1065828,Christiansted,Virgin Islands,820,3550,
90165,for_sale,1469000,7,7,4,98380,Christiansted,Virgin Islands,820,,
90165,for_sale,1190000,4,4,0.6,1141080,Christiansted,Virgin Islands,820,,
34543,for_sale,1900000,5,3,2.93,1628521,Frederiksted,Virgin Islands,840,3500,
22968,for_sale,184000,,,0.94,436045,Christiansted,Virgin Islands,820,,
17348,for_sale,225000,,,1.49,892847,Christiansted,Virgin Islands,820,,
79277,for_sale,495000,,,7.59,1670694,Frederiksted,Virgin Islands,840,,
17348,for_sale,8000000,7,10,7.78,1417765,Christiansted,Virgin Islands,820,11200,
34543,for_sale,275000,,,0.9,913407,Christiansted,Virgin Islands,820,,
34543,for_sale,350000,,,0.73,913401,Christiansted,Virgin Islands,820,,
34543,for_sale,350000,,,0.72,913403,Christiansted,Virgin Islands,820,,
17348,for_sale,310000,,,0.7,1228735,Christiansted,Virgin Islands,820,,
73040,for_sale,197500,1,1,,766778,,Virgin Islands,,1100,
17348,for_sale,410000,3,3,0.59,1629427,Christiansted,Virgin Islands,820,4611,
91394,for_sale,220000,3,1,3600.11,861119,Christiansted,Virgin Islands,820,,
90165,for_sale,179000,5,3,0.25,917983,Christiansted,Virgin Islands,820,,
22968,for_sale,239000,3,3,,1008530,Christiansted,Virgin Islands,820,1542,
22968,for_sale,324000,2,2,0.24,329395,Christiansted,Virgin Islands,820,,
17348,for_sale,525000,2,2,1,1450504,Kingshill,Virgin Islands,850,1530,
79277,for_sale,500000,3,3,0.72,1335828,Christiansted,Virgin Islands,820,,
17348,for_sale,879000,4,3,0.08,427111,Christiansted,Virgin Islands,820,3200,
103341,for_sale,320000,2,2,,275621,Kingshill,Virgin Islands,850,1250,
22968,for_sale,749000,4,4,0.66,743631,Christiansted,Virgin Islands,820,,
34543,for_sale,529000,3,3,0.3,541378,Christiansted,Virgin Islands,820,,
34543,for_sale,695000,4,3,0.71,446994,Christiansted,Virgin Islands,820,,
91394,for_sale,350000,5,3,0.28,1417905,Kingshill,Virgin Islands,850,,
34543,for_sale,1150000,5,6,1,1072482,Christiansted,Virgin Islands,820,,
22968,for_sale,749000,5,4,0.75,296134,Christiansted,Virgin Islands,820,,
22968,for_sale,1295000,4,4,0.71,221207,Christiansted,Virgin Islands,820,8600,
12390,for_sale,3950000,3,3,2.15,846265,Christiansted,Virgin Islands,820,4500,
34543,for_sale,529500,2,2,0.75,473256,Christiansted,Virgin Islands,820,,
79277,for_sale,1450000,5,5,1.01,112095,Kingshill,Virgin Islands,850,,
22968,for_sale,69000,,,0.7,1170098,Christiansted,Virgin Islands,820,,
22968,for_sale,145000,,,2.29,892496,Christiansted,Virgin Islands,820,,
17348,for_sale,1350000,5,3,0.95,423483,Christiansted,Virgin Islands,820,,
12390,for_sale,79000,,,0.65,1427776,Frederiksted,Virgin Islands,840,,
34543,for_sale,39500,,,0.55,508488,Frederiksted,Virgin Islands,840,,
17348,for_sale,150000,,,1.03,822742,Christiansted,Virgin Islands,820,,
5039,for_sale,1350000,6,7,1.08,1511076,Christiansted,Virgin Islands,820,,
22968,for_sale,119900,,,0.51,130798,Christiansted,Virgin Islands,820,,
47922,for_sale,150000,,,0.42,466135,Christiansted,Virgin Islands,820,,
34543,for_sale,195000,,,0.4,229664,Christiansted,Virgin Islands,820,,
4540,for_sale,1850000,,,15.66,173899,Christiansted,Virgin Islands,820,,
79277,for_sale,250000,,,0.91,1597725,Christiansted,Virgin Islands,820,,
34543,for_sale,1295000,,,14,1609465,Christiansted,Virgin Islands,820,,
79277,for_sale,1200000,,,0.52,1314503,Christiansted,Virgin Islands,820,,
5039,for_sale,72000,,,0.84,775430,,Virgin Islands,,,
22968,for_sale,83545,,,1.15,855994,Christiansted,Virgin Islands,820,,
79277,for_sale,130000,,,1.3,601896,Christiansted,Virgin Islands,820,,
22968,for_sale,449000,2,2,1.15,1448966,Christiansted,Virgin Islands,820,1900,
17348,for_sale,308000,3,3,,999700,Christiansted,Virgin Islands,820,1600,
22968,for_sale,230000,,,0.58,426916,Christiansted,Virgin Islands,820,,
48574,for_sale,148000,4,5,0.5,1855920,Humacao,Puerto Rico,791,2500,
15085,for_sale,128000,3,2,,1842158,Humacao,Puerto Rico,791,1270,
15137,for_sale,1195000,3,5,0.04,1034519,Humacao,Puerto Rico,791,3000,
15137,for_sale,350000,4,2,0.12,1855446,Humacao,Puerto Rico,791,2300,
77432,for_sale,5980000,8,9,0.51,696463,Humacao,Puerto Rico,791,7000,
15137,for_sale,350000,2,2,,1906148,Humacao,Puerto Rico,791,1558,
64071,for_sale,455000,3,3,,1855992,Humacao,Puerto Rico,791,1400,
70306,for_sale,2700000,5,4,0.17,1962369,Humacao,Puerto Rico,791,5646,
60192,for_sale,320800,2,2,0.1,1313099,Humacao,Puerto Rico,791,1394,
60192,for_sale,249000,1,1,0.1,6545,Humacao,Puerto Rico,791,900,
17024,for_sale,450000,3,3,,34371,Humacao,Puerto Rico,791,1850,
60192,for_sale,1690000,5,4,0.02,1089533,Humacao,Puerto Rico,791,3200,
15137,for_sale,750000,2,3,,1315926,Humacao,Puerto Rico,791,1740,
77432,for_sale,3400000,6,5,0.26,1336701,Humacao,Puerto Rico,791,5452,
60192,for_sale,305000,1,1,0.1,1761114,Humacao,Puerto Rico,791,880,
77432,for_sale,2500000,4,3,1.1,269969,Humacao,Puerto Rico,791,3000,
64071,for_sale,575000,3,3,,1855993,Humacao,Puerto Rico,791,1400,
2042,for_sale,525000,,,0.04,1940670,Humacao,Puerto Rico,791,,
64071,for_sale,365000,,,,1958422,Humacao,Puerto Rico,791,,
46788,for_sale,250000,,,0.25,1858078,Humacao,Puerto Rico,791,,
2042,for_sale,3300000,,,5.82,1855994,Humacao,Puerto Rico,791,,
25348,for_sale,2900000,4,4,0.46,923662,Saint John,Virgin Islands,830,4830,
47950,for_sale,88000,,,0.39,1670677,Saint John,Virgin Islands,830,,
25348,for_sale,110000,,,0.23,1670676,Saint John,Virgin Islands,830,,
48576,for_sale,565000,3,2,0.47,17832,Saint John,Virgin Islands,830,2000,
43977,for_sale,350000,,,0.46,17731,Saint John,Virgin Islands,830,,
4963,for_sale,139000,,,0.61,1585127,Saint John,Virgin Islands,830,,
68568,for_sale,450000,,,2.07,1670629,Saint John,Virgin Islands,830,,
20737,for_sale,975000,2,3,0.3,1670675,Saint John,Virgin Islands,830,2258,
4963,for_sale,1475000,3,4,0.53,1450459,Saint John,Virgin Islands,830,4006,
540,for_sale,195000,,,0.5,1447611,Saint John,Virgin Islands,830,,
25348,for_sale,350000,,,1.03,1563496,Saint John,Virgin Islands,830,,
25348,for_sale,350000,,,1.03,1563497,Saint John,Virgin Islands,830,,
4963,for_sale,269000,,,0.41,1135883,Saint John,Virgin Islands,830,,
43977,for_sale,1386250,6,4,0.66,1135842,Saint John,Virgin Islands,830,3770,
540,for_sale,675000,1,1,0.24,1670674,Saint John,Virgin Islands,830,1300,
4963,for_sale,249000,,,1,1450456,Saint John,Virgin Islands,830,,
540,for_sale,1350000,2,3,0.56,1563509,Saint John,Virgin Islands,830,2040,
90911,for_sale,120000,,,0.55,435949,Saint John,Virgin Islands,830,,
25348,for_sale,600000,,,2.06,1563495,Saint John,Virgin Islands,830,,
25348,for_sale,305000,,,0.53,869847,Saint John,Virgin Islands,830,,
102029,for_sale,350000,,,0.51,480883,Saint John,Virgin Islands,830,,
540,for_sale,385000,1,1,0.29,599698,Saint John,Virgin Islands,830,580,
102029,for_sale,375000,,,0.5,480881,Saint John,Virgin Islands,830,,
4963,for_sale,1749999,4,4,0.23,196139,Saint John,Virgin Islands,830,4050,
102029,for_sale,525000,,,3.21,1563498,Saint John,Virgin Islands,830,,
102029,for_sale,350000,,,0.68,480884,Saint John,Virgin Islands,830,,
4963,for_sale,2695000,4,4,0.69,116537,Saint John,Virgin Islands,830,5100,
25348,for_sale,4700000,4,4,1.03,1135836,Saint John,Virgin Islands,830,4588,
103341,for_sale,2850000,4,4,0.51,435945,Saint John,Virgin Islands,830,3000,
25348,for_sale,2199000,4,4,0.5,598412,Saint John,Virgin Islands,830,3836,
4963,for_sale,4200000,4,5,1.04,1862161,Saint John,Virgin Islands,830,5600,
540,for_sale,1395000,,,7.29,1307750,Saint John,Virgin Islands,830,,
103341,for_sale,2100000,3,3,0.26,1136026,Saint John,Virgin Islands,830,3064,
43977,for_sale,980000,,,0.93,435940,Saint John,Virgin Islands,830,,
103341,for_sale,3499000,,,20,1135839,Saint John,Virgin Islands,830,,
20737,for_sale,895000,,,0.77,1470167,Saint John,Virgin Islands,830,,
103341,for_sale,135000,5,4,0.3,221127,Frederiksted,Virgin Islands,840,2000,
5039,for_sale,289000,8,3,0.25,1511802,Frederiksted,Virgin Islands,840,3300,
79277,for_sale,450000,3,2,0.53,191789,Frederiksted,Virgin Islands,840,,
79277,for_sale,75000,,,0.63,1052556,Frederiksted,Virgin Islands,840,,
17348,for_sale,699000,3,3,0.62,1273393,Frederiksted,Virgin Islands,840,,
90165,for_sale,885000,3,3,1.07,512383,Frederiksted,Virgin Islands,840,,
26749,for_sale,499000,4,2,1.25,453284,Frederiksted,Virgin Islands,840,49658,
90165,for_sale,159900,1,2,,699208,Frederiksted,Virgin Islands,840,1100,
17348,for_sale,260000,3,1,0.25,244499,Frederiksted,Virgin Islands,840,860,
29309,for_sale,38000,,,0.23,1395960,Frederiksted,Virgin Islands,840,,
90165,for_sale,174900,1,2,,824113,Frederiksted,Virgin Islands,840,1100,
17348,for_sale,28000,,,0.23,179413,Frederiksted,Virgin Islands,840,,
79277,for_sale,160000,1,2,,865124,Frederiksted,Virgin Islands,840,886,
17348,for_sale,45000,,,0.13,596376,Frederiksted,Virgin Islands,840,,
103341,for_sale,36000,,,0.48,1133609,Frederiksted,Virgin Islands,840,,
17348,for_sale,100000,,,1,46090,Frederiksted,Virgin Islands,840,,
79277,for_sale,33000,,,0.64,1732576,Frederiksted,Virgin Islands,840,,
22968,for_sale,125000,,,0.11,1032766,Frederiksted,Virgin Islands,840,,
22968,for_sale,160000,,,0.13,1273065,Frederiksted,Virgin Islands,840,,
79277,for_sale,325000,3,2,0.24,1620336,Kingshill,Virgin Islands,850,,
22968,for_sale,695000,,,27.68,1949367,Kingshill,Virgin Islands,850,,
17348,for_sale,175000,6,3,0.32,78587,Kingshill,Virgin Islands,850,,
93894,for_sale,55000,,,1.33,1245550,Kingshill,Virgin Islands,850,,
103341,for_sale,135000,,,0.3,213794,Kingshill,Virgin Islands,850,2700,
79277,for_sale,60000,,,0.54,872307,Kingshill,Virgin Islands,850,,
90165,for_sale,799000,,,23.11,913334,Kingshill,Virgin Islands,850,,
34543,for_sale,145000,,,0.79,1629726,Kingshill,Virgin Islands,850,,
34543,for_sale,145000,,,0.46,1629720,Kingshill,Virgin Islands,850,,
34543,for_sale,145000,,,0.45,1629721,Kingshill,Virgin Islands,850,,
34543,for_sale,145000,,,0.45,1629723,Kingshill,Virgin Islands,850,,
34543,for_sale,145000,,,0.47,1629728,Kingshill,Virgin Islands,850,,
34543,for_sale,145000,,,0.47,1637315,Kingshill,Virgin Islands,850,,
34543,for_sale,145000,,,0.48,1629727,Kingshill,Virgin Islands,850,,
34543,for_sale,175000,,,0.7,1629719,Kingshill,Virgin Islands,850,,
34543,for_sale,175000,,,0.45,1629718,Kingshill,Virgin Islands,850,,
34543,for_sale,175000,,,0.46,1629725,Kingshill,Virgin Islands,850,,
34543,for_sale,175000,,,0.49,1629724,Kingshill,Virgin Islands,850,,
34543,for_sale,175000,,,0.49,1629722,Kingshill,Virgin Islands,850,,
34543,for_sale,175000,,,0.48,1637316,Kingshill,Virgin Islands,850,,
